Wikidata ID,Wikidata Label,Chicago,Mathlib,nLab,Context,PlanetMath
[Q211548](https://www.wikidata.org/wiki/Q211548),Locus of points,,,[locus](https://ncatlab.org/nlab/show/locus),,[locus](http://planetmath.org/locus)
[Q11197](https://www.wikidata.org/wiki/Q11197),Logarithm,,[logarithms](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Analysis/SpecialFunctions/Log/Basic.html#Real.log),[logarithm](https://ncatlab.org/nlab/show/logarithm),,[logarithm](http://planetmath.org/logarithm)
[Q902017](https://www.wikidata.org/wiki/Q902017),Logarithm of a matrix,[matrix logarithm](https://mathgloss.github.io/MathGloss/chicago/matrix_logarithm),,,,[matrix logarithm](http://planetmath.org/matrixlogarithm)
[Q1350206](https://www.wikidata.org/wiki/Q1350206),Logarithmic integral function,,,[logarithmic integral function](https://ncatlab.org/nlab/show/logarithmic%20integral%20function),,[logarithmic integral](http://planetmath.org/logarithmicintegral)
[Q649732](https://www.wikidata.org/wiki/Q649732),Logical calculus,,,[deductive system](https://ncatlab.org/nlab/show/deductive%20system),,[formal system](http://planetmath.org/formalsystem)
[Q211790](https://www.wikidata.org/wiki/Q211790),Logical connective,,,[logical connective](https://ncatlab.org/nlab/show/logical%20connective),,[logical connective](http://planetmath.org/logicalconnective)
[Q1651704](https://www.wikidata.org/wiki/Q1651704),Logical disjunction,,,[disjunction](https://ncatlab.org/nlab/show/disjunction),,[disjunction](http://planetmath.org/disjunction)
[Q220433](https://www.wikidata.org/wiki/Q220433),Logical equivalence,,,[logical equivalence](https://ncatlab.org/nlab/show/logical%20equivalence),,[logically equivalent](http://planetmath.org/logicallyequivalent)
[Q1804923](https://www.wikidata.org/wiki/Q1804923),Long line (topology),,,[long line](https://ncatlab.org/nlab/show/long%20line),,[long line](http://planetmath.org/longline)
[Q4558786](https://www.wikidata.org/wiki/Q4558786),Loop (topology),[closed edge path](https://mathgloss.github.io/MathGloss/chicago/closed_edge_path),,[loop (topology)](https://ncatlab.org/nlab/show/loop%20%28topology%29),,
[Q2066070](https://www.wikidata.org/wiki/Q2066070),Loop space,,,[loop space](https://ncatlab.org/nlab/show/loop%20space),,[loop space](http://planetmath.org/loopspace)
[Q1334417](https://www.wikidata.org/wiki/Q1334417),Lorentz group,[Lorentz group](https://mathgloss.github.io/MathGloss/chicago/lorentz_group),,[Lorentz group](https://ncatlab.org/nlab/show/Lorentz%20group),,
[Q1543600](https://www.wikidata.org/wiki/Q1543600),Lower limit topology,,,[Sorgenfrey line](https://ncatlab.org/nlab/show/Sorgenfrey%20line),,[Sorgenfrey line](http://planetmath.org/sorgenfreyline)
[Q2528262](https://www.wikidata.org/wiki/Q2528262),Lower set,,,[upper set](https://ncatlab.org/nlab/show/upper%20set),,[upper set](http://planetmath.org/upperset)
[Q102761](https://www.wikidata.org/wiki/Q102761),Lowest common multiple,,[least common multiple](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Algebra/GCDMonoid/Basic.html#GCDMonoid.lcm),[least common multiple](https://ncatlab.org/nlab/show/least%20common%20multiple),,[least common multiple](http://planetmath.org/leastcommonmultiple)
[Q305936](https://www.wikidata.org/wiki/Q305936),Lp space,[Lp space](https://mathgloss.github.io/MathGloss/chicago/lp_space),,[p-norm](https://ncatlab.org/nlab/show/p-norm),,[L^p-space](http://planetmath.org/lpspace)
[Q1361393](https://www.wikidata.org/wiki/Q1361393),Lusin's theorem,[Lusin function](https://mathgloss.github.io/MathGloss/chicago/lusin_function),,,,
[Q2361277](https://www.wikidata.org/wiki/Q2361277),Lusternik–Schnirelmann category,,,[Lusternik-Schnirelmann category](https://ncatlab.org/nlab/show/Lusternik-Schnirelmann%20category),,[Lusternik-Schnirelmann category](http://planetmath.org/lusternikschnirelmanncategory)
[Q3064355](https://www.wikidata.org/wiki/Q3064355),M-matrix,,,[M-matrix](https://ncatlab.org/nlab/show/M-matrix),,[M-matrix](http://planetmath.org/mmatrix)
[Q679903](https://www.wikidata.org/wiki/Q679903),Magma (algebra),[magma](https://mathgloss.github.io/MathGloss/chicago/magma),,[unital magma](https://ncatlab.org/nlab/show/unital%20magma),,
[Q257](https://www.wikidata.org/wiki/Q257),Mandelbrot set,[Mandelbrot set](https://mathgloss.github.io/MathGloss/chicago/mandelbrot_set),,[Mandelbrot set](https://ncatlab.org/nlab/show/Mandelbrot%20set),,[Mandelbrot set](http://planetmath.org/mandelbrotset)
[Q203920](https://www.wikidata.org/wiki/Q203920),ManiFold,[manifold](https://mathgloss.github.io/MathGloss/chicago/manifold),,[manifold with boundary](https://ncatlab.org/nlab/show/manifold%20with%20boundary),,[manifold](http://planetmath.org/manifold)
[Q370502](https://www.wikidata.org/wiki/Q370502),Map (mathematics),,,[map](https://ncatlab.org/nlab/show/map),,[mapping](http://planetmath.org/mapping)
[Q3845212](https://www.wikidata.org/wiki/Q3845212),Mapping class group,,,[mapping class group](https://ncatlab.org/nlab/show/mapping%20class%20group),,[mapping class group](http://planetmath.org/mappingclassgroup)
[Q306560](https://www.wikidata.org/wiki/Q306560),Mapping cone (topology),[homotopy cofiber](https://mathgloss.github.io/MathGloss/chicago/homotopy_cofiber),,[mapping cone](https://ncatlab.org/nlab/show/mapping%20cone),,
[Q1014869](https://www.wikidata.org/wiki/Q1014869),Mapping cylinder,[mapping cylinder](https://mathgloss.github.io/MathGloss/chicago/mapping_cylinder),,[mapping telescope](https://ncatlab.org/nlab/show/mapping%20telescope),,
[Q176645](https://www.wikidata.org/wiki/Q176645),Markov chain,,,[Markov chain](https://ncatlab.org/nlab/show/Markov%20chain),,[Markov chain](http://planetmath.org/markovchain)
[Q842436](https://www.wikidata.org/wiki/Q842436),Markov's inequality,,[Markov inequality](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/MeasureTheory/Integral/Lebesgue.html#MeasureTheory.mul_meas_ge_le_lintegral),,,[Markov’s inequality](http://planetmath.org/markovsinequality)
[Q11348](https://www.wikidata.org/wiki/Q11348),Mathematical Function,,,[function](https://ncatlab.org/nlab/show/function),,[function](http://planetmath.org/function)
[Q178377](https://www.wikidata.org/wiki/Q178377),Mathematical induction,,,[induction](https://ncatlab.org/nlab/show/induction),,[induction](http://planetmath.org/induction)
[Q177239](https://www.wikidata.org/wiki/Q177239),Mathematical Limit,,[limits](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Order/Filter/Defs.html#Filter.Tendsto),[limit](https://ncatlab.org/nlab/show/limit),[limit](https://mathgloss.github.io/MathGloss/context/limit),[limit](http://planetmath.org/limit)
[Q1166618](https://www.wikidata.org/wiki/Q1166618),Mathematical logic,,,[mathematical logic](https://ncatlab.org/nlab/show/mathematical%20logic),,[logic](http://planetmath.org/logic)
[Q748349](https://www.wikidata.org/wiki/Q748349),Mathematical structure,,,[structure](https://ncatlab.org/nlab/show/structure),,[structure](http://planetmath.org/structure)
[Q17988630](https://www.wikidata.org/wiki/Q17988630),Mathematical theory (disambiguation),,,[theory](https://ncatlab.org/nlab/show/theory),,[theory](http://planetmath.org/theory)
[Q2143621](https://www.wikidata.org/wiki/Q2143621),Mathematical topo,,,[topos](https://ncatlab.org/nlab/show/topos),[Grothendieck topos](https://mathgloss.github.io/MathGloss/context/Grothendieck_topos),
[Q19623879](https://www.wikidata.org/wiki/Q19623879),Mathematical variety,,,[variety](https://ncatlab.org/nlab/show/variety),,[variety](http://planetmath.org/variety)
[Q934200](https://www.wikidata.org/wiki/Q934200),Mathieu group,,,[Mathieu group](https://ncatlab.org/nlab/show/Mathieu%20group),,[multiply transitive](http://planetmath.org/multiplytransitive)
[Q44337](https://www.wikidata.org/wiki/Q44337),Matrix (Mathematics),[matrix](https://mathgloss.github.io/MathGloss/chicago/matrix),,[principal submatrix](https://ncatlab.org/nlab/show/principal%20submatrix),,[matrix](http://planetmath.org/matrix)
[Q2915729](https://www.wikidata.org/wiki/Q2915729),Matrix Algebra,,,[matrix algebra](https://ncatlab.org/nlab/show/matrix%20algebra),,[matrix ring](http://planetmath.org/matrixring)
[Q29167](https://www.wikidata.org/wiki/Q29167),Matrix calculus,,,[matrix calculus](https://ncatlab.org/nlab/show/matrix%20calculus),,[derivative of matrix](http://planetmath.org/derivativeofmatrix)
[Q1361088](https://www.wikidata.org/wiki/Q1361088),Matrix decomposition,,,[matrix factorization](https://ncatlab.org/nlab/show/matrix%20factorization),,[matrix factorization](http://planetmath.org/matrixfactorization)
[Q1191722](https://www.wikidata.org/wiki/Q1191722),Matrix exponential,,[matrix exponential](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Analysis/Normed/Algebra/Exponential.html#NormedSpace.exp),,,[matrix exponential](http://planetmath.org/matrixexponential)
[Q242188](https://www.wikidata.org/wiki/Q242188),Matrix inversion,,[invertibility](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/LinearAlgebra/Matrix/NonsingularInverse.html#Matrix.inv),[inverse matrix](https://ncatlab.org/nlab/show/inverse%20matrix),,[matrix inverse](http://planetmath.org/matrixinverse)
[Q1049914](https://www.wikidata.org/wiki/Q1049914),Matrix multiplication,[matrix multiplication](https://mathgloss.github.io/MathGloss/chicago/matrix_multiplication),,,,
[Q6787889](https://www.wikidata.org/wiki/Q6787889),Matrix representation,,[matrix representation](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/LinearAlgebra/Matrix/BilinearForm.html#BilinForm.toMatrix),,,[matrix representation](http://planetmath.org/matrixrepresentation)
[Q898572](https://www.wikidata.org/wiki/Q898572),Matroid,,,[matroid](https://ncatlab.org/nlab/show/matroid),,[matroid independence axioms](http://planetmath.org/matroidindependenceaxioms)
[Q1203540](https://www.wikidata.org/wiki/Q1203540),Maximal ideal,[maximal ring ideal](https://mathgloss.github.io/MathGloss/chicago/maximal_ring_ideal),[maximal ideals](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/RingTheory/Ideal/Maximal.html#Ideal.IsMaximal),[maximal ideal](https://ncatlab.org/nlab/show/maximal%20ideal),,[maximal ideal](http://planetmath.org/maximalideal)
[Q16908484](https://www.wikidata.org/wiki/Q16908484),Maximal subgroup,[maximal subgroup](https://mathgloss.github.io/MathGloss/chicago/maximal_subgroup),,[maximal subgroup](https://ncatlab.org/nlab/show/maximal%20subgroup),,[maximal subgroup](http://planetmath.org/maximalsubgroup)
[Q1000120](https://www.wikidata.org/wiki/Q1000120),Maximal torus,,,[maximal torus](https://ncatlab.org/nlab/show/maximal%20torus),,[maximal torus](http://planetmath.org/maximaltorus)
[Q51501](https://www.wikidata.org/wiki/Q51501),Maxwell's equations,,,[Maxwell's equations](https://ncatlab.org/nlab/show/Maxwell%27s%20equations),,[Maxwell’s equations](http://planetmath.org/maxwellsequations)
[Q2421905](https://www.wikidata.org/wiki/Q2421905),Mayer–Vietoris sequence,,,[Mayer-Vietoris sequence](https://ncatlab.org/nlab/show/Mayer-Vietoris%20sequence),,[Mayer-Vietoris sequence](http://planetmath.org/mayervietorissequence)
[Q2796622](https://www.wikidata.org/wiki/Q2796622),MeaN,,,[mean](https://ncatlab.org/nlab/show/mean),,[mean](http://planetmath.org/mean)
[Q516776](https://www.wikidata.org/wiki/Q516776),Measurable function,[Lebesgue measurable function](https://mathgloss.github.io/MathGloss/chicago/lebesgue_measurable_function),[measurable functions](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/MeasureTheory/MeasurableSpace/Defs.html#Measurable),[measurable function](https://ncatlab.org/nlab/show/measurable%20function),,[measurable function](http://planetmath.org/measurablefunction)
[Q3058218](https://www.wikidata.org/wiki/Q3058218),Measurable space,[Borel space](https://mathgloss.github.io/MathGloss/chicago/borel_space),[measurable spaces](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/MeasureTheory/MeasurableSpace/Defs.html#MeasurableSpace),[measurable space](https://ncatlab.org/nlab/show/measurable%20space),[measurable](https://mathgloss.github.io/MathGloss/context/measurable),[measurable space](http://planetmath.org/measurablespace)
[Q3058212](https://www.wikidata.org/wiki/Q3058212),Measure space,[measure space](https://mathgloss.github.io/MathGloss/chicago/measure_space),,[measure space](https://ncatlab.org/nlab/show/measure%20space),,
[Q192276](https://www.wikidata.org/wiki/Q192276),Measure theory,,[positive measure](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/MeasureTheory/Measure/MeasureSpaceDef.html#MeasureTheory.Measure),[measure theory](https://ncatlab.org/nlab/show/measure%20theory),,[measure](http://planetmath.org/measure)
[Q606934](https://www.wikidata.org/wiki/Q606934),Mellin transform,,,[Mellin transform](https://ncatlab.org/nlab/show/Mellin%20transform),,[Mellin transform](http://planetmath.org/mellintransform)
[Q217616](https://www.wikidata.org/wiki/Q217616),Meromorphic function,,,[meromorphic function](https://ncatlab.org/nlab/show/meromorphic%20function),,[meromorphic](http://planetmath.org/meromorphic)
[Q193983](https://www.wikidata.org/wiki/Q193983),Meta language,,,[metalanguage](https://ncatlab.org/nlab/show/metalanguage),,[metalanguage](http://planetmath.org/metalanguage)
[Q6822327](https://www.wikidata.org/wiki/Q6822327),Metabelian group,,,[metabelian group](https://ncatlab.org/nlab/show/metabelian%20group),,[metabelian group](http://planetmath.org/metabeliangroup)
[Q6822437](https://www.wikidata.org/wiki/Q6822437),Metacompact space,,,[metacompact space](https://ncatlab.org/nlab/show/metacompact%20space),,[metacompact](http://planetmath.org/metacompact)
[Q630649](https://www.wikidata.org/wiki/Q630649),Metre (music),,[metric structure](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Topology/MetricSpace/Basic.html#Real.metricSpace),,,
[Q180953](https://www.wikidata.org/wiki/Q180953),Metric spaces,[metric space](https://mathgloss.github.io/MathGloss/chicago/metric_space),,[metric topology](https://ncatlab.org/nlab/show/metric%20topology),,[SNCF metric](http://planetmath.org/sncfmetric)
[Q1194053](https://www.wikidata.org/wiki/Q1194053),Metrizable space,,,[Urysohn metrization theorem](https://ncatlab.org/nlab/show/Urysohn%20metrization%20theorem),,[Urysohn metrization theorem](http://planetmath.org/urysohnmetrizationtheorem)
[Q430450](https://www.wikidata.org/wiki/Q430450),Microlocal analysis,,,[microlocal analysis](https://ncatlab.org/nlab/show/microlocal%20analysis),,[microlocal analysis](http://planetmath.org/microlocalanalysis)
[Q1475294](https://www.wikidata.org/wiki/Q1475294),Minimal element,,,[maximal element](https://ncatlab.org/nlab/show/maximal%20element),,[maximal element](http://planetmath.org/maximalelement)
[Q25106477](https://www.wikidata.org/wiki/Q25106477),Minimal generating set,[generate an R-module](https://mathgloss.github.io/MathGloss/chicago/generate_an_r-module),,,,
[Q1545397](https://www.wikidata.org/wiki/Q1545397),Minimal surface,,,[minimal surface](https://ncatlab.org/nlab/show/minimal%20surface),,[minimal surface](http://planetmath.org/minimalsurface)
[Q1163608](https://www.wikidata.org/wiki/Q1163608),Minimum polynomial,,[minimal polynomial](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/FieldTheory/Minpoly/Basic.html#minpoly),,,[minimal polynomial](http://planetmath.org/minimalpolynomial)
[Q464794](https://www.wikidata.org/wiki/Q464794),Minkowski space,,,[Minkowski space](https://ncatlab.org/nlab/show/Minkowski%20space),,[Minkowski space](http://planetmath.org/minkowskispace)
[Q755092](https://www.wikidata.org/wiki/Q755092),Minkowski's inequality,,,[Minkowski's inequality](https://ncatlab.org/nlab/show/Minkowski%27s%20inequality),,[Minkowski inequality](http://planetmath.org/minkowskiinequality)
[Q210841](https://www.wikidata.org/wiki/Q210841),Modal logic,,,[modal logic](https://ncatlab.org/nlab/show/modal%20logic),,[modal logic S5](http://planetmath.org/modallogics5)
[Q1851710](https://www.wikidata.org/wiki/Q1851710),Model (logic),,,[structure (model theory)](https://ncatlab.org/nlab/show/structure%20%28model%20theory%29),,[satisfaction relation](http://planetmath.org/satisfactionrelation)
